RocksDB:    version 6.24
Date:       Thu Aug 18 16:40:21 2022
CPU:        8 * Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz
CPUCache:   8192 KB
... finished 100 ops                              ... finished 200 ops                              ... finished 300 ops                              ... finished 400 ops                              ... finished 500 ops                              ... finished 600 ops                              ... finished 700 ops                              ... finished 800 ops                              ... finished 900 ops                              ... finished 1000 ops                              ... finished 1500 ops                              ... finished 2000 ops                              ... finished 2500 ops                              ... finished 3000 ops                              ... finished 3500 ops                              ... finished 4000 ops                              ... finished 4500 ops                              ... finished 5000 ops                              ... finished 6000 ops                              ... finished 7000 ops                              ... finished 8000 ops                              ... finished 9000 ops                              ... finished 10000 ops                              ... finished 15000 ops                              ... finished 20000 ops                              ... finished 25000 ops                              ... finished 30000 ops                              ... finished 35000 ops                              ... finished 40000 ops                              ... finished 45000 ops                              Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
current level: 0
mymsg /home/jeongho/mnt/000009.buf CREATE
Rocks2level is called on db_impl.cc 2
current level: 0
mymsg /home/jeongho/mnt/000013.buf CREATE
mymsg /home/jeongho/mnt/000008.log DELETE level:-1
Keys:       16 bytes each (+ 0 bytes user-defined timestamp)
Values:     100 bytes each (50 bytes after compression)
Entries:    903900
Prefix:    0 bytes
Keys per prefix:    0
RawSize:    100.0 MB (estimated)
FileSize:   56.9 MB (estimated)
Write rate: 0 bytes/second
Read rate: 0 ops/second
Compression: Snappy
Compression sampling rate: 0
Memtablerep: skip_list
Perf Level: 1
------------------------------------------------
DB path: [/home/jeongho/mnt]
table cache access after 10000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 6206 times, 5 milliseconds elapsed.
filter block wasted 3794 times, 3 milliseconds elapsed.
index block access after 3903 times, 6 milliseconds elapsed.
index block wasted 6097 times, 9 milliseconds elapsed.
data block access after 3903 times, 36 milliseconds elapsed.
data block wasted 6097 times, 115 milliseconds elapsed.
file search access after 10000 times, 8 milliseconds elapsed.
file search wasted 6139 times, 3 milliseconds elapsed.
table cache access after 20000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 12366 times, 12 milliseconds elapsed.
filter block wasted 7634 times, 7 milliseconds elapsed.
table cache access after 30000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 18649 times, 16 milliseconds elapsed.
filter block wasted 11351 times, 9 milliseconds elapsed.
index block access after 7909 times, 10 milliseconds elapsed.
index block wasted 12091 times, 15 milliseconds elapsed.
data block access after 7909 times, 59 milliseconds elapsed.
data block wasted 12091 times, 159 milliseconds elapsed.
file search access after 20000 times, 14 milliseconds elapsed.
file search wasted 12158 times, 7 milliseconds elapsed.
table cache access after 40000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 24847 times, 20 milliseconds elapsed.
filter block wasted 15153 times, 11 milliseconds elapsed.
index block access after 11767 times, 13 milliseconds elapsed.
index block wasted 18233 times, 19 milliseconds elapsed.
data block access after 11767 times, 71 milliseconds elapsed.
data block wasted 18233 times, 177 milliseconds elapsed.
file search access after 30000 times, 18 milliseconds elapsed.
file search wasted 18341 times, 9 milliseconds elapsed.
table cache access after 50000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 31035 times, 23 milliseconds elapsed.
filter block wasted 18965 times, 13 milliseconds elapsed.
table cache access after 60000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 37213 times, 27 milliseconds elapsed.
filter block wasted 22787 times, 16 milliseconds elapsed.
index block access after 15662 times, 16 milliseconds elapsed.
index block wasted 24338 times, 25 milliseconds elapsed.
data block access after 15662 times, 83 milliseconds elapsed.
data block wasted 24338 times, 194 milliseconds elapsed.
file search access after 40000 times, 22 milliseconds elapsed.
file search wasted 24470 times, 11 milliseconds elapsed.
table cache access after 70000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 43432 times, 30 milliseconds elapsed.
filter block wasted 26568 times, 18 milliseconds elapsed.
table cache access after 80000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 49624 times, 34 milliseconds elapsed.
filter block wasted 30376 times, 20 milliseconds elapsed.
index block access aft... finished 50000 ops                              ... finished 60000 ops                              ... finished 70000 ops                              ... finished 80000 ops                              ... finished 90000 ops                              ... finished 100000 ops                              er 19564 times, 19 milliseconds elapsed.
index block wasted 30436 times, 29 milliseconds elapsed.
data block access after 19564 times, 92 milliseconds elapsed.
data block wasted 30436 times, 205 milliseconds elapsed.
file search access after 50000 times, 26 milliseconds elapsed.
file search wasted 30610 times, 13 milliseconds elapsed.
table cache access after 90000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 55835 times, 37 milliseconds elapsed.
filter block wasted 34165 times, 22 milliseconds elapsed.
index block access after 23476 times, 23 milliseconds elapsed.
index block wasted 36524 times, 34 milliseconds elapsed.
data block access after 23476 times, 101 milliseconds elapsed.
data block wasted 36524 times, 216 milliseconds elapsed.
file search access after 60000 times, 31 milliseconds elapsed.
file search wasted 36729 times, 16 milliseconds elapsed.
table cache access after 100000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 62016 times, 41 milliseconds elapsed.
filter block wasted 37984 times, 24 milliseconds elapsed.
table cache access after 110000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 68266 times, 45 milliseconds elapsed.
filter block wasted 41734 times, 27 milliseconds elapsed.
index block access after 27457 times, 26 milliseconds elapsed.
index block wasted 42543 times, 40 milliseconds elapsed.
data block access after 27457 times, 110 milliseconds elapsed.
data block wasted 42543 times, 228 milliseconds elapsed.
file search access after 70000 times, 35 milliseconds elapsed.
file search wasted 42770 times, 18 milliseconds elapsed.
table cache access after 120000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 74502 times, 48 milliseconds elapsed.
filter block wasted 45498 times, 28 milliseconds elapsed.
index block access after 31416 times, 29 milliseconds elapsed.
index block wasted 48584 times, 44 milliseconds elapsed.
data block access after 31416 times, 116 milliseconds elapsed.
data block wasted 48584 times, 235 milliseconds elapsed.
file search access after 80000 times, 39 milliseconds elapsed.
file search wasted 48865 times, 20 milliseconds elapsed.
table cache access after 130000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 80686 times, 52 milliseconds elapsed.
filter block wasted 49314 times, 30 milliseconds elapsed.
table cache access after 140000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 86846 times, 55 milliseconds elapsed.
filter block wasted 53154 times, 32 milliseconds elapsed.
index block access after 35194 times, 31 milliseconds elapsed.
index block wasted 54806 times, 48 milliseconds elapsed.
data block access after 35194 times, 122 milliseconds elapsed.
data block wasted 54806 times, 243 milliseconds elapsed.
file search access after 90000 times, 42 milliseconds elapsed.
file search wasted 55117 times, 22 milliseconds elapsed.
table cache access after 150000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 93049 times, 58 milliseconds elapsed.
filter block wasted 56951 times, 34 milliseconds elapsed.
table cache access after 160000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 99265 times, 61 milliseconds elapsed.
filter block wasted 60735 times, 36 milliseconds elapsed.
index block access after 39167 times, 34 milliseconds elapsed.
index block wasted 60833 times, 52 milliseconds elapsed.
data block access after 39167 times, 127 milliseconds elapsed.
data block wasted 60833 times, 250 milliseconds elapsed.
file search access after 100000 times, 46 milliseconds elapsed.
file search wasted 61172 times, 24 milliseconds elapsed.
table cache access after 170000 times, 0 milliseconds elapsed.
... finished 150000 ops                              table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 105443 times, 64 milliseconds elapsed.
filter block wasted 64557 times, 38 milliseconds elapsed.
index block access after 43047 times, 37 milliseconds elapsed.
index block wasted 66953 times, 56 milliseconds elapsed.
data block access after 43047 times, 132 milliseconds elapsed.
data block wasted 66953 times, 258 milliseconds elapsed.
file search access after 110000 times, 50 milliseconds elapsed.
file search wasted 67315 times, 26 milliseconds elapsed.
table cache access after 180000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
filter block access after 111674 times, 67 milliseconds elapsed.
filter block wasted 68326 times, 40 milliseconds elapsed.
table cache access after 190000 times, 0 milliseconds elapsed.
table cache wasted 0 times, 0 milliseconds elapsed.
